CIRCUITO,geometry
NSA23L14,POINT Z (-74.95577955599998 5.697657829000036 5)
NSA23L12,POINT Z (-74.83620249099994 5.697723488000065 5)
NSA23L14,POINT Z (-74.93041953599999 5.697748887000046 7.5)
NSA23L14,POINT Z (-74.90460573499996 5.69791071800006 5)
NSA23L12,POINT Z (-74.82806388999995 5.69833888900007 5)
NSA23L14,POINT Z (-74.99290645199994 5.699394142000074 6)
NSA23L14,POINT Z (-74.93039548599995 5.700088353000069 5)
NSA23L14,POINT Z (-74.95656338299995 5.70038979900005 5)
NSA23L12,POINT Z (-74.87968508999995 5.700523799000052 5)
NSA23L12,POINT Z (-74.87956714999996 5.701313879000054 7.5)
NSA23L12,POINT Z (-74.83833345299996 5.7015973850000705 5)
NSA23L14,POINT Z (-74.93009334799996 5.702005676000056 7.5)
NSA23L12,POINT Z (-74.84083034299994 5.70230559700002 7.5)
NSA23L12,POINT Z (-74.84069232099995 5.702306867000061 5)
NSA23L14,POINT Z (-74.90428673999997 5.702511260000051 5)
NSA23L14,POINT Z (-74.92977465199994 5.702555713000038 5)
NSA23L14,POINT Z (-74.93220320199998 5.703033789000074 5)
NSA23L12,POINT Z (-74.88242146999994 5.703967267000053 5)
NSA23L12,POINT Z (-74.84701386899997 5.703987761000064 5)
NSA23L14,POINT Z (-74.90413738399997 5.704305380000051 5)
NSA23L12,POINT Z (-74.89335612599996 5.704353236000031 5)
NSA23L14,POINT Z (-74.93095171799996 5.70454815100004 5)
NSA23L12,POINT Z (-74.88518273899996 5.704843278000055 5)
NSA23L14,POINT Z (-74.91594368699998 5.705865262000032 5)
NSA23L12,POINT Z (-74.84241204399996 5.705930674000058 7.5)
NSA23L12,POINT Z (-74.83285256499994 5.706668645000036 5)
NSA23L14,POINT Z (-74.96100319199996 5.706670418000044 6)
NSA23L14,POINT Z (-74.95843730599995 5.707206763000045 5)
NSA23L14,POINT Z (-74.96553829499999 5.707412778000048 6)
NSA23L14,POINT Z (-74.96426729599995 5.707621364000033 6)
NSA23L12,POINT Z (-74.84794259099993 5.708056680000027 5)
NSA23L14,POINT Z (-74.97257361599998 5.708070305000035 6)
NSA23L14,POINT Z (-74.97149635899996 5.708338357000059 6)
NSA23L14,POINT Z (-74.91852051199999 5.708472680000057 5)
NSA23L14,POINT Z (-74.97608889199995 5.708933555000044 6)
NSA23L14,POINT Z (-74.96977099099996 5.708951037000077 9)
NSA23L14,POINT Z (-74.98045738999997 5.709368852000068 6)
NSA23L14,POINT Z (-74.97703091399995 5.709630128000072 6)
NSA23L14,POINT Z (-74.98406623699998 5.710064318000036 6)
NSA23L14,POINT Z (-74.98273752699998 5.7102609870000265 6)
NSA23L12,POINT Z (-74.83335902799996 5.710267835000025 5)
NSA23L14,POINT Z (-74.92625699399997 5.710836244000063 7.5)
NSA23L12,POINT Z (-74.87880523099994 5.711325829000032 5)
NSA23L12,POINT Z (-74.85165614699997 5.711875280000072 7.5)
NSA23L14,POINT Z (-74.90453566699995 5.712722805000055 5)
NSA23L14,POINT Z (-74.92283161899996 5.712993943000072 5)
NSA23L14,POINT Z (-74.93746269199994 5.713205094000045 5)
NSA23L14,POINT Z (-74.93589139499994 5.713623943000073 5)
NSA23L14,POINT Z (-74.96530307699999 5.713734908000049 6)
NSA23L14,POINT Z (-74.90467395999997 5.713973894000048 5)
NSA23L14,POINT Z (-74.93855020799998 5.7143025780000585 5)
NSA23L12,POINT Z (-74.85327409399997 5.7143140680000215 5)
NSA23L12,POINT Z (-74.83495973899994 5.71432491500002 5)
NSA23L14,POINT Z (-74.92743493399996 5.7145230380000385 5)
NSA23L12,POINT Z (-74.84848299699996 5.71479333700006 5)
NSA23L14,POINT Z (-74.90533776599995 5.715718228000071 5)
NSA23L14,POINT Z (-74.96243584899997 5.715737712000021 6)
NSA23L12,POINT Z (-74.88123844799998 5.71575477600004 5.5)
NSA23L14,POINT Z (-74.92665972999998 5.7157987940000226 7.5)
NSA23L12,POINT Z (-74.85466801199993 5.716368858000067 5)
NSA23L14,POINT Z (-74.93852439799997 5.716389930000048 5)
NSA23L14,POINT Z (-74.95058526599996 5.716651720000073 5)
NSA23L12,POINT Z (-74.83618780299997 5.716787500000066 5)
NSA23L12,POINT Z (-74.83627545999997 5.71744204700002 5)
NSA23L14,POINT Z (-74.92648797699997 5.717578339000056 5)
NSA23L12,POINT Z (-74.88516515299995 5.717941228000029 5)
NSA23L12,POINT Z (-74.83641366799998 5.718087755000056 5)
NSA23L12,POINT Z (-74.85611372699998 5.718094935000067 5)
NSA23L12,POINT Z (-74.84624523599996 5.718655658000046 5)
NSA23L12,POINT Z (-74.89075713499994 5.719915351000054 5)
NSA23L12,POINT Z (-74.85870770999998 5.720087511000031 5)
NSA23L12,POINT Z (-74.88119661599995 5.720090199000026 5)
NSA23L12,POINT Z (-74.87063296799994 5.720506802000045 5)
NSA23L12,POINT Z (-74.86806493999995 5.720662257000072 5)
NSA23L12,POINT Z (-74.86435766199997 5.7210202240000285 5)
NSA23L12,POINT Z (-74.88426747699998 5.721029091000048 5)
NSA23L14,POINT Z (-74.93840766599999 5.721088509000026 7.5)
NSA23L12,POINT Z (-74.89238095399998 5.721105306000027 5.5)
NSA23L12,POINT Z (-74.86061006999995 5.721306623000032 7.5)
NSA23L12,POINT Z (-74.87411477999996 5.721544919000053 5)
NSA23L14,POINT Z (-74.94175268999999 5.721625123000024 5)
NSA23L14,POINT Z (-74.92392056799997 5.721641433000059 7.5)
NSA23L14,POINT Z (-74.93750231899998 5.721943597000063 5)
NSA23L12,POINT Z (-74.83846582599995 5.722049924000032 5)
NSA23L14,POINT Z (-74.94326665799997 5.722073564000027 5)
NSA23L12,POINT Z (-74.84704337999995 5.722195467000063 5)
NSA23L12,POINT Z (-74.87855682899993 5.722255081000071 5)
NSA23L12,POINT Z (-74.88219255999996 5.722686515000021 5)
NSA23L14,POINT Z (-74.92574306299997 5.723047137000037 7.5)
NSA23L12,POINT Z (-74.88148778599998 5.723213334000036 8)
NSA23L12,POINT Z (-74.84705997899994 5.723728041000072 5)
NSA23L14,POINT Z (-74.90563740099998 5.72377885800006 5)
NSA23L12,POINT Z (-74.86154237999995 5.724001187000056 5)
NSA23L14,POINT Z (-74.92948280399997 5.724172680000038 5)
NSA23L12,POINT Z (-74.88088510899996 5.72487730000006 5)
NSA23L12,POINT Z (-74.88076943999994 5.725164208000024 5)
NSA23L12,POINT Z (-74.84710524499997 5.725543554000069 5)
NSA23L14,POINT Z (-74.92270167399994 5.726230084000065 5)
NSA23L12,POINT Z (-74.83894706999996 5.726798403000032 5)
NSA23L14,POINT Z (-74.92921106599994 5.726873577000049 5)
NSA23L12,POINT Z (-74.88078904799994 5.7271115900000495 5)
NSA23L12,POINT Z (-74.86251048299994 5.728174200000069 7.5)
NSA23L14,POINT Z (-74.90688387999995 5.72838493200004 5)
NSA23L12,POINT Z (-74.83883458999998 5.729037076000054 5)
NSA23L12,POINT Z (-74.88232861599994 5.729096438000056 5)
NSA23L12,POINT Z (-74.86428525699995 5.7304364910000345 5)
NSA23L12,POINT Z (-74.86014620199995 5.730457493000074 5)
NSA23L12,POINT Z (-74.85887612799996 5.731824242000073 5)
NSA23L12,POINT Z (-74.83772949099995 5.7322721400000205 5)
NSA23L12,POINT Z (-74.87840054799995 5.732429254000067 5)
NSA23L12,POINT Z (-74.86329356199997 5.734004627000047 5)
NSA23L12,POINT Z (-74.87602825799996 5.738207799000065 5)
